"id";"provider_id";"date";"type"
1026;2607;"02-27-2019";"Monitoring"
1299;2607;"05-09-2019";"Annual"
1746;2607;"10-08-2019";"Monitoring"
313;1749;"04-10-2018";"Monitoring"
375;1749;"05-18-2018";"Annual"
1164;1749;"04-04-2019";"Monitoring"
1283;1749;"05-07-2019";"Annual"
1864;1749;"12-17-2019";"Monitoring"
489;2096;"06-08-2018";"Monitoring"
725;2096;"10-10-2018";"Annual"
1316;2096;"05-14-2019";"Monitoring"
358;1940;"05-08-2018";"Monitoring"
734;1940;"08-23-2018";"Annual"
1307;1940;"05-10-2019";"Monitoring"
1637;1940;"09-09-2019";"Annual"
324;2193;"04-19-2018";"Monitoring"
579;2193;"08-28-2018";"Annual"
1297;2193;"05-09-2019";"Monitoring"
1714;2193;"09-25-2019";"Annual"
1998;2193;"02-14-2020";"Monitoring"
300;2578;"01-29-2018";"Renewal"
1142;2578;"03-28-2019";"Annual"
1527;2578;"07-29-2019";"Monitoring"
230;1858;"01-29-2018";"Renewal"
403;1858;"06-15-2018";"Monitoring"
1067;1858;"03-08-2019";"Annual"
1586;1858;"08-26-2019";"Monitoring"
1938;1858;"01-28-2020";"Annual"
162;2594;"10-03-2017";"Renewal"
386;2594;"05-24-2018";"Monitoring"
853;2594;"11-27-2018";"Annual"
1408;2594;"06-07-2019";"Monitoring"
1787;2594;"11-04-2019";"Annual"
2005;2594;"02-19-2020";"Monitoring"
611;2572;"05-29-2018";"Annual"
917;2572;"01-03-2019";"Monitoring"
1358;2572;"05-21-2019";"Annual"
1796;2572;"11-08-2019";"Monitoring"
26;2652;"03-30-2018";"Initial"
1113;2652;"03-15-2019";"Monitoring"
1264;2652;"04-30-2019";"Annual"
1829;2652;"11-22-2019";"Monitoring"
70;1976;"10-31-2017";"Renewal"
642;1976;"09-17-2018";"Monitoring"
891;1976;"12-10-2018";"Annual"
1685;1976;"09-17-2019";"Monitoring"
1779;1976;"10-30-2019";"Annual"
117;1815;"11-27-2017";"Renewal"
577;1815;"08-27-2018";"Monitoring"
1146;1815;"04-01-2019";"Annual"
1645;1815;"09-10-2019";"Monitoring"
2041;1815;"03-04-2020";"Annual"
326;1951;"04-20-2018";"Monitoring"
810;1951;"10-29-2018";"Annual"
1241;1951;"04-26-2019";"Monitoring"
1732;1951;"10-03-2019";"Annual"
555;1915;"08-21-2018";"Monitoring"
866;1915;"11-29-2018";"Annual"
1272;1915;"05-02-2019";"Monitoring"
323;2282;"04-17-2018";"Monitoring"
744;2282;"09-19-2018";"Annual"
1414;2282;"06-07-2019";"Monitoring"
1596;2282;"08-23-2019";"Annual"
1927;2282;"01-10-2020";"Monitoring"
125;1816;"10-31-2017";"Renewal"
795;1816;"10-22-2018";"Annual"
1406;1816;"06-06-2019";"Monitoring"
1830;1816;"11-26-2019";"Annual"
459;2541;"02-16-2018";"Monitoring"
461;2541;"06-26-2018";"Annual"
918;2541;"12-03-2018";"Monitoring"
1395;2541;"06-04-2019";"Annual"
1953;2541;"01-30-2020";"Monitoring"
80;2699;"02-07-2019";"Initial"
1591;2699;"08-23-2019";"Monitoring"
40;2664;"04-25-2018";"Initial"
818;2664;"10-29-2018";"Monitoring"
1145;2664;"03-29-2019";"Annual"
1842;2664;"12-05-2019";"Monitoring"
237;1929;"11-09-2017";"Renewal"
1063;1929;"03-07-2019";"Monitoring"
1354;1929;"05-21-2019";"Annual"
473;2504;"05-24-2018";"Annual"
783;2504;"09-06-2018";"Monitoring"
1143;2504;"03-29-2019";"Monitoring"
1413;2504;"06-07-2019";"Annual"
311;2500;"02-15-2018";"Monitoring"
928;2500;"06-08-2018";"Annual"
1277;2500;"05-03-2019";"Monitoring"
1483;2500;"07-16-2019";"Annual"
1770;2500;"10-21-2019";"Monitoring"
74;2696;"12-10-2018";"Initial"
1392;2696;"05-29-2019";"Monitoring"
1900;2696;"12-19-2019";"Annual"
149;2169;"12-06-2017";"Renewal"
352;2169;"05-07-2018";"Monitoring"
873;2169;"12-04-2018";"Annual"
1217;2169;"04-23-2019";"Monitoring"
1803;2169;"11-14-2019";"Annual"
2026;2169;"02-25-2020";"Monitoring"
446;1713;"03-08-2018";"Monitoring"
438;1713;"07-13-2018";"Annual"
1115;1713;"03-15-2019";"Monitoring"
1502;1713;"07-23-2019";"Annual"
1882;1713;"01-02-2020";"Monitoring"
108;2359;"11-17-2017";"Renewal"
612;2359;"09-10-2018";"Monitoring"
1369;2359;"05-28-2019";"Monitoring"
1583;2359;"08-20-2019";"Annual"
40;2109;"08-17-2017";"Renewal"
387;2109;"04-19-2018";"Monitoring"
717;2109;"08-28-2018";"Annual"
1213;2109;"04-19-2019";"Monitoring"
1691;2109;"09-18-2019";"Annual"
319;2620;"04-12-2018";"Monitoring"
986;2620;"02-08-2019";"Annual"
1653;2620;"04-28-2019";"Monitoring"
320;2533;"04-12-2018";"Annual"
997;2533;"02-15-2019";"Monitoring"
1681;2533;"04-08-2019";"Annual"
138;1835;"12-01-2017";"Renewal"
389;1835;"05-23-2018";"Monitoring"
919;1835;"01-04-2019";"Annual"
1426;1835;"06-11-2019";"Monitoring"
1816;1835;"11-18-2019";"Annual"
49;2676;"06-20-2018";"Initial"
1245;2676;"04-29-2019";"Monitoring"
1597;2676;"08-29-2019";"Annual"
100;2706;"05-02-2019";"Initial"
1760;2706;"10-15-2019";"Monitoring"
23;1780;"07-18-2017";"Renewal"
464;1780;"04-06-2018";"Monitoring"
687;1780;"09-24-2018";"Annual"
1296;1780;"05-08-2019";"Monitoring"
1558;1780;"08-09-2019";"Annual"
31;2624;"10-05-2017";"Initial"
945;2624;"12-28-2018";"Monitoring"
1203;2624;"04-05-2019";"Annual"
238;1917;"11-28-2017";"Renewal"
436;1917;"07-12-2018";"Monitoring"
950;1917;"01-15-2019";"Annual"
1711;1917;"09-24-2019";"Monitoring"
1879;1917;"12-31-2019";"Annual"
456;1945;"07-09-2018";"Monitoring"
1341;1945;"05-16-2019";"Monitoring"
1636;1945;"09-09-2019";"Annual"
884;1817;"05-10-2018";"Annual"
906;1817;"12-18-2018";"Monitoring"
1384;1817;"05-30-2019";"Annual"
1907;1817;"01-15-2020";"Monitoring"
451;1728;"07-13-2018";"Monitoring"
1041;1728;"03-05-2019";"Annual"
1549;1728;"08-07-2019";"Monitoring"
359;2486;"05-04-2018";"Monitoring"
750;2486;"10-04-2018";"Annual"
1303;2486;"05-10-2019";"Monitoring"
1715;2486;"09-25-2019";"Annual"
185;2434;"11-06-2017";"Renewal"
567;2434;"05-18-2018";"Monitoring"
926;2434;"12-10-2018";"Annual"
1215;2434;"04-22-2019";"Monitoring"
1831;2434;"11-15-2019";"Annual"
554;2414;"05-01-2018";"Annual"
1214;2414;"04-22-2019";"Annual"
1729;2414;"09-30-2019";"Monitoring"
1877;2414;"12-30-2019";"Monitoring"
142;2766;"02-26-2020";"Initial"
486;1909;"05-18-2018";"Monitoring"
857;1909;"11-28-2018";"Annual"
1202;1909;"04-15-2019";"Monitoring"
2059;1909;"10-21-2019";"Annual"
139;2723;"01-14-2020";"Initial"
144;2717;"01-14-2020";"Initial"
246;1714;"12-06-2017";"Renewal"
549;1714;"07-02-2018";"Monitoring"
887;1714;"12-07-2018";"Annual"
1458;1714;"07-05-2019";"Monitoring"
1860;1714;"12-13-2019";"Annual"
336;2576;"04-23-2018";"Annual"
703;2576;"09-27-2018";"Monitoring"
1173;2576;"04-05-2019";"Annual"
1562;2576;"08-12-2019";"Monitoring"
707;1925;"09-21-2018";"Monitoring"
935;1925;"11-30-2018";"Annual"
1450;1925;"06-28-2019";"Monitoring"
1789;1925;"11-01-2019";"Annual"
488;2378;"05-31-2018";"Monitoring"
812;2378;"10-29-2018";"Annual"
1328;2378;"05-15-2019";"Monitoring"
1745;2378;"10-08-2019";"Annual"
212;1740;"01-19-2018";"Renewal"
708;1740;"09-28-2018";"Monitoring"
1092;1740;"03-19-2019";"Annual"
1656;1740;"09-12-2019";"Monitoring"
1918;1740;"01-23-2020";"Annual"
925;1746;"04-20-2018";"Monitoring"
482;1746;"07-27-2018";"Annual"
1225;1746;"04-25-2019";"Monitoring"
1543;1746;"08-05-2019";"Annual"
466;2116;"04-10-2018";"Monitoring"
639;2116;"09-10-2018";"Annual"
1282;2116;"05-06-2019";"Monitoring"
1567;2116;"08-13-2019";"Annual"
1903;2116;"01-16-2020";"Monitoring"
121;2392;"11-16-2017";"Renewal"
947;2392;"12-19-2018";"Monitoring"
1380;2392;"05-21-2019";"Annual"
1832;2392;"11-22-2019";"Annual"
416;1809;"01-23-2018";"Monitoring"
417;1809;"05-01-2018";"Annual"
1070;1809;"03-07-2019";"Monitoring"
1310;1809;"05-09-2019";"Annual"
41;2651;"04-06-2018";"Initial"
889;2651;"11-28-2018";"Monitoring"
1175;2651;"03-26-2019";"Annual"
1827;2651;"11-19-2019";"Monitoring"
410;2231;"01-23-2018";"Monitoring"
350;2231;"05-04-2018";"Annual"
890;2231;"11-28-2018";"Monitoring"
1174;2231;"03-26-2019";"Annual"
1823;2231;"11-19-2019";"Monitoring"
289;2530;"02-16-2018";"Renewal"
644;2530;"09-17-2018";"Monitoring"
961;2530;"01-25-2019";"Annual"
1584;2530;"08-23-2019";"Monitoring"
556;2507;"07-23-2018";"Annual"
1140;2507;"03-22-2019";"Monitoring"
1621;2507;"07-16-2019";"Annual"
1867;2507;"12-13-2019";"Monitoring"
343;2542;"03-13-2018";"Annual"
934;2542;"10-16-2018";"Monitoring"
1110;2542;"03-22-2019";"Annual"
1758;2542;"10-18-2019";"Monitoring"
92;2721;"04-23-2019";"Initial"
1778;2721;"10-23-2019";"Monitoring"
507;2108;"05-14-2018";"Monitoring"
685;2108;"09-21-2018";"Annual"
994;2108;"02-14-2019";"Monitoring"
1492;2108;"07-18-2019";"Annual"
163;2140;"11-08-2017";"Renewal"
443;2140;"05-14-2018";"Monitoring"
993;2140;"02-14-2019";"Annual"
1491;2140;"07-18-2019";"Monitoring"
2068;2140;"03-10-2020";"Annual"
310;2661;"01-25-2018";"Renewal"
558;2661;"07-20-2018";"Monitoring"
1102;2661;"03-19-2019";"Annual"
1466;2661;"07-08-2019";"Monitoring"
1766;2661;"10-18-2019";"Monitoring"
571;2110;"04-19-2018";"Renewal"
1201;2110;"04-05-2019";"Monitoring"
1632;2110;"09-04-2019";"Annual"
390;1982;"05-29-2018";"Annual"
1350;1982;"05-20-2019";"Annual"
1619;1982;"09-05-2019";"Monitoring"
107;1797;"11-20-2017";"Renewal"
564;1797;"08-24-2018";"Monitoring"
1236;1797;"04-25-2019";"Annual"
1646;1797;"09-09-2019";"Monitoring"
479;2548;"07-13-2018";"Annual"
1079;2548;"01-31-2019";"Monitoring"
1385;2548;"05-31-2019";"Annual"
2046;2548;"03-05-2020";"Monitoring"
480;2544;"06-15-2018";"Annual"
814;2544;"10-30-2018";"Monitoring"
1402;2544;"06-05-2019";"Annual"
1969;2544;"02-03-2020";"Monitoring"
62;1755;"10-27-2017";"Renewal"
811;1755;"10-29-2018";"Monitoring"
872;1755;"12-03-2018";"Annual"
1322;1755;"05-15-2019";"Monitoring"
1768;1755;"10-23-2019";"Annual"
329;1833;"04-23-2018";"Monitoring"
587;1833;"08-30-2018";"Annual"
1340;1833;"05-16-2019";"Monitoring"
1651;1833;"09-11-2019";"Annual"
520;1937;"02-01-2018";"Monitoring"
733;1937;"09-28-2018";"Annual"
1075;1937;"03-13-2019";"Monitoring"
1447;1937;"07-05-2019";"Annual"
1946;1937;"01-29-2020";"Monitoring"
292;1723;"01-19-2018";"Renewal"
1181;1723;"04-04-2019";"Annual"
1655;1723;"09-11-2019";"Monitoring"
2080;1723;"03-12-2020";"Annual"
46;2673;"06-28-2018";"Initial"
927;2673;"12-11-2018";"Monitoring"
1311;2673;"05-06-2019";"Annual"
385;2437;"05-24-2018";"Annual"
1051;2437;"02-07-2019";"Monitoring"
1409;2437;"06-07-2019";"Annual"
134;2760;"12-23-2019";"Initial"
293;1762;"02-09-2018";"Renewal"
1035;1762;"03-04-2019";"Monitoring"
1422;1762;"06-10-2019";"Annual"
1940;1762;"01-28-2020";"Monitoring"
924;2582;"09-06-2018";"Annual"
1378;2582;"05-30-2019";"Monitoring"
1614;2582;"09-04-2019";"Annual"
723;1878;"06-22-2018";"Monitoring"
724;1878;"10-10-2018";"Annual"
1400;1878;"06-04-2019";"Monitoring"
1773;1878;"10-24-2019";"Annual"
2;2618;"08-07-2017";"Initial"
409;2618;"06-22-2018";"Annual"
1155;2618;"04-02-2019";"Monitoring"
1500;2618;"07-23-2019";"Annual"
1931;2618;"01-24-2020";"Monitoring"
104;2729;"06-24-2019";"Initial"
240;1810;"12-04-2017";"Renewal"
782;1810;"10-15-2018";"Monitoring"
895;1810;"12-13-2018";"Annual"
1589;1810;"08-27-2019";"Monitoring"
1852;1810;"12-10-2019";"Annual"
204;2352;"11-14-2017";"Renewal"
879;2352;"12-03-2018";"Monitoring"
1494;2352;"07-19-2019";"Annual"
16;2632;"11-30-2017";"Initial"
741;2632;"07-02-2018";"Monitoring"
1050;2632;"02-27-2019";"Annual"
1411;2632;"06-07-2019";"Monitoring"
1857;2632;"12-11-2019";"Annual"
269;1866;"02-20-2018";"Renewal"
702;1866;"09-18-2018";"Monitoring"
1154;1866;"04-02-2019";"Annual"
1635;1866;"09-09-2019";"Monitoring"
449;1861;"04-26-2018";"Annual"
1211;1861;"04-19-2019";"Annual"
1679;1861;"09-16-2019";"Monitoring"
546;1777;"01-08-2018";"Monitoring"
347;1777;"04-30-2018";"Annual"
1117;1777;"03-18-2019";"Monitoring"
1240;1777;"04-15-2019";"Annual"
1845;1777;"12-04-2019";"Monitoring"
266;2256;"12-07-2017";"Renewal"
623;2256;"09-14-2018";"Monitoring"
1022;2256;"02-27-2019";"Annual"
1473;2256;"07-11-2019";"Monitoring"
314;1760;"02-12-2018";"Monitoring"
442;1760;"07-19-2018";"Annual"
1161;1760;"04-04-2019";"Monitoring"
1441;1760;"06-26-2019";"Annual"
1863;1760;"12-17-2019";"Monitoring"
91;2125;"10-05-2017";"Renewal"
753;2125;"10-04-2018";"Annual"
1235;2125;"04-23-2019";"Monitoring"
1780;2125;"10-29-2019";"Annual"
284;1890;"03-16-2018";"Annual"
610;1890;"09-10-2018";"Monitoring"
1193;1890;"04-15-2019";"Annual"
1630;1890;"09-13-2019";"Monitoring"
1982;1890;"02-07-2020";"Monitoring"
515;2165;"11-17-2017";"Monitoring"
706;2165;"09-26-2018";"Annual"
1230;2165;"04-26-2019";"Annual"
1705;2165;"09-23-2019";"Monitoring"
60;1819;"10-25-2017";"Renewal"
847;1819;"11-13-2018";"Annual"
1337;1819;"05-16-2019";"Monitoring"
1844;1819;"12-05-2019";"Annual"
249;2257;"01-12-2018";"Renewal"
852;2257;"08-21-2018";"Monitoring"
970;2257;"02-01-2019";"Annual"
1585;2257;"08-23-2019";"Monitoring"
1909;2257;"01-16-2020";"Annual"
472;1957;"02-23-2018";"Annual"
1009;1957;"02-25-2019";"Annual"
1599;1957;"08-29-2019";"Monitoring"
61;2677;"08-31-2018";"Initial"
1298;2677;"05-09-2019";"Annual"
1710;2677;"09-24-2019";"Monitoring"
478;1750;"06-21-2018";"Annual"
1163;1750;"03-13-2019";"Monitoring"
1394;1750;"06-04-2019";"Annual"
1976;1750;"02-06-2020";"Monitoring"
180;2091;"10-16-2017";"Renewal"
505;2091;"05-01-2018";"Monitoring"
899;2091;"12-14-2018";"Annual"
1506;2091;"07-22-2019";"Monitoring"
1839;2091;"11-26-2019";"Annual"
35;2659;"04-09-2018";"Initial"
779;2659;"10-12-2018";"Monitoring"
990;2659;"02-04-2019";"Annual"
119;2744;"08-02-2019";"Initial"
1890;2744;"01-09-2020";"Monitoring"
232;1875;"11-14-2017";"Renewal"
681;1875;"09-25-2018";"Monitoring"
976;1875;"02-04-2019";"Annual"
1648;1875;"09-11-2019";"Monitoring"
1843;1875;"12-05-2019";"Annual"
100;1960;"11-16-2017";"Renewal"
539;1960;"08-09-2018";"Monitoring"
1138;1960;"03-28-2019";"Annual"
1628;1960;"09-06-2019";"Monitoring"
353;2220;"04-13-2018";"Annual"
835;2220;"11-05-2018";"Monitoring"
1212;2220;"04-19-2019";"Annual"
1920;2220;"01-17-2020";"Monitoring"
660;2524;"08-09-2018";"Annual"
1012;2524;"02-26-2019";"Monitoring"
1425;2524;"06-11-2019";"Annual"
1942;2524;"01-29-2020";"Monitoring"
435;2514;"06-01-2018";"Monitoring"
820;2514;"11-01-2018";"Annual"
1419;2514;"06-10-2019";"Monitoring"
1753;2514;"10-15-2019";"Annual"
373;1776;"05-09-2018";"Monitoring"
494;1776;"07-26-2018";"Annual"
1045;1776;"02-28-2019";"Monitoring"
1405;1776;"06-06-2019";"Annual"
327;2621;"03-15-2018";"Monitoring"
646;2621;"09-11-2018";"Annual"
1352;2621;"05-20-2019";"Monitoring"
1509;2621;"07-25-2019";"Annual"
420;2623;"05-09-2018";"Monitoring"
731;2623;"09-28-2018";"Annual"
1331;2623;"05-15-2019";"Monitoring"
1600;2623;"08-29-2019";"Annual"
279;1845;"02-01-2018";"Renewal"
958;1845;"08-14-2018";"Monitoring"
1037;1845;"03-04-2019";"Annual"
1731;1845;"09-27-2019";"Monitoring"
514;2151;"07-20-2018";"Annual"
1076;2151;"03-14-2019";"Monitoring"
1665;2151;"09-13-2019";"Annual"
483;1843;"07-17-2018";"Monitoring"
952;1843;"01-10-2019";"Annual"
1469;1843;"07-09-2019";"Monitoring"
112;1969;"11-21-2017";"Renewal"
730;1969;"09-27-2018";"Annual"
1227;1969;"04-25-2019";"Monitoring"
1633;1969;"09-09-2019";"Annual"
84;2707;"03-27-2019";"Initial"
1620;2707;"09-05-2019";"Monitoring"
726;1726;"09-28-2018";"Annual"
1336;1726;"05-16-2019";"Monitoring"
1643;1726;"09-10-2019";"Annual"
27;2656;"03-27-2018";"Initial"
772;2656;"10-10-2018";"Monitoring"
1176;2656;"03-08-2019";"Annual"
1933;2656;"10-08-2019";"Monitoring"
727;2159;"09-27-2018";"Annual"
1382;2159;"05-29-2019";"Monitoring"
1704;2159;"09-20-2019";"Annual"
137;2219;"12-01-2017";"Renewal"
501;2219;"07-16-2018";"Monitoring"
1016;2219;"02-26-2019";"Annual"
1588;2219;"08-26-2019";"Monitoring"
132;2128;"11-30-2017";"Renewal"
582;2128;"08-29-2018";"Monitoring"
1025;2128;"02-27-2019";"Annual"
1497;2128;"07-19-2019";"Monitoring"
228;2234;"01-26-2018";"Renewal"
728;2234;"09-28-2018";"Monitoring"
1343;2234;"05-17-2019";"Annual"
1536;2234;"08-01-2019";"Monitoring"
127;2753;"09-27-2019";"Initial"
1981;2753;"02-06-2020";"Monitoring"
154;2173;"12-06-2017";"Renewal"
629;2173;"08-31-2018";"Monitoring"
1020;2173;"01-17-2019";"Annual"
1456;2173;"06-18-2019";"Monitoring"
1960;2173;"01-21-2020";"Annual"
305;1997;"01-12-2018";"Renewal"
667;1997;"09-04-2018";"Annual"
1222;1997;"04-10-2019";"Monitoring"
1550;1997;"08-07-2019";"Annual"
1915;1997;"01-22-2020";"Monitoring"
666;2043;"08-28-2018";"Monitoring"
1047;2043;"03-05-2019";"Annual"
1505;2043;"07-23-2019";"Monitoring"
397;2158;"06-06-2018";"Monitoring"
773;2158;"10-12-2018";"Annual"
1403;2158;"06-06-2019";"Monitoring"
1743;2158;"10-08-2019";"Annual"
77;2701;"01-29-2019";"Initial"
1647;2701;"06-19-2019";"Monitoring"
1975;2701;"01-27-2020";"Annual"
38;2045;"10-11-2017";"Renewal"
714;2045;"09-20-2018";"Monitoring"
940;2045;"10-22-2018";"Annual"
1367;2045;"05-24-2019";"Monitoring"
1736;2045;"10-03-2019";"Annual"
81;2700;"03-05-2019";"Initial"
1568;2700;"08-12-2019";"Monitoring"
226;2221;"01-25-2018";"Renewal"
538;2221;"08-08-2018";"Monitoring"
933;2221;"01-11-2019";"Annual"
1493;2221;"07-19-2019";"Monitoring"
597;2551;"08-07-2018";"Monitoring"
630;2551;"09-10-2018";"Annual"
1055;2551;"02-27-2019";"Monitoring"
1660;2551;"09-12-2019";"Annual"
1954;2551;"01-30-2020";"Monitoring"
122;2731;"08-16-2019";"Initial"
122;2215;"10-26-2017";"Renewal"
537;2215;"08-07-2018";"Monitoring"
1172;2215;"04-05-2019";"Annual"
1488;2215;"07-16-2019";"Monitoring"
129;2010;"11-20-2017";"Renewal"
349;2010;"05-03-2018";"Monitoring"
826;2010;"10-30-2018";"Annual"
1480;2010;"07-12-2019";"Monitoring"
1799;2010;"11-08-2019";"Annual"
344;2112;"04-30-2018";"Annual"
1218;2112;"04-23-2019";"Annual"
1671;2112;"09-09-2019";"Monitoring"
56;2680;"06-04-2018";"Initial"
1139;2680;"03-27-2019";"Monitoring"
1539;2680;"08-02-2019";"Annual"
1987;2680;"02-11-2020";"Monitoring"
278;1793;"03-13-2018";"Annual"
622;1793;"09-14-2018";"Monitoring"
1081;1793;"03-15-2019";"Annual"
1541;1793;"08-05-2019";"Monitoring"
2036;1793;"03-03-2020";"Renewal"
52;2679;"08-01-2018";"Initial"
1223;2679;"04-24-2019";"Monitoring"
1605;2679;"08-30-2019";"Annual"
584;2258;"08-06-2018";"Annual"
1015;2258;"02-26-2019";"Monitoring"
1626;2258;"09-06-2019";"Annual"
288;1736;"02-08-2018";"Annual"
710;1736;"09-17-2018";"Monitoring"
960;1736;"01-25-2019";"Annual"
1538;1736;"08-02-2019";"Monitoring"
1986;1736;"02-11-2020";"Renewal"
275;1898;"03-12-2018";"Annual"
601;1898;"09-07-2018";"Monitoring"
1100;1898;"03-21-2019";"Annual"
1531;1898;"07-31-2019";"Monitoring"
2040;1898;"03-04-2020";"Renewal"
136;2762;"01-15-2020";"Initial"
58;2684;"08-17-2018";"Initial"
1207;2684;"04-10-2019";"Monitoring"
1702;2684;"09-17-2019";"Annual"
63;2689;"09-14-2018";"Initial"
1209;2689;"04-08-2019";"Monitoring"
1634;2689;"09-03-2019";"Annual"
1856;2689;"12-10-2019";"Annual"
296;1986;"03-16-2018";"Renewal"
668;1986;"09-14-2018";"Monitoring"
1360;1986;"05-22-2019";"Annual"
1649;1986;"09-11-2019";"Monitoring"
298;2085;"03-16-2018";"Renewal"
669;2085;"09-14-2018";"Monitoring"
1359;2085;"05-22-2019";"Annual"
1650;2085;"09-11-2019";"Monitoring"
132;2752;"09-11-2019";"Initial"
110;1863;"11-20-2017";"Renewal"
606;1863;"09-07-2018";"Monitoring"
893;1863;"12-11-2018";"Annual"
1623;1863;"09-05-2019";"Monitoring"
1838;1863;"12-02-2019";"Annual"
813;2562;"04-02-2018";"Monitoring"
885;2562;"06-26-2018";"Annual"
1373;2562;"05-29-2019";"Monitoring"
1593;2562;"08-28-2019";"Annual"
441;2195;"04-10-2018";"Annual"
1162;2195;"04-04-2019";"Annual"
1664;2195;"09-13-2019";"Monitoring"
47;2666;"05-24-2018";"Initial"
1248;2666;"04-29-2019";"Monitoring"
1708;2666;"09-23-2019";"Annual"
304;1798;"11-22-2017";"Renewal"
1451;1798;"09-13-2018";"Monitoring"
953;1798;"01-18-2019";"Annual"
1694;1798;"09-18-2019";"Monitoring"
1972;1798;"02-04-2020";"Annual"
388;2003;"03-06-2018";"Annual"
860;2003;"11-28-2018";"Monitoring"
1148;2003;"04-01-2019";"Annual"
1763;2003;"10-21-2019";"Monitoring"
214;1943;"12-15-2017";"Renewal"
701;1943;"09-27-2018";"Monitoring"
1363;1943;"05-23-2019";"Monitoring"
1718;1943;"09-26-2019";"Annual"
525;2288;"07-09-2018";"Monitoring"
716;2288;"09-28-2018";"Annual"
1309;2288;"05-09-2019";"Monitoring"
1595;2288;"08-27-2019";"Annual"
